"subject" "activity" "timeBodyaccelerometer.std...X" "timeBodyaccelerometer.std...Y" "timeBodyaccelerometer.std...Z" "timeGravityaccelerometer.std...X" "timeGravityaccelerometer.std...Y" "timeGravityaccelerometer.std...Z" "timeBodyaccelerometerJerk.std...X" "timeBodyaccelerometerJerk.std...Y" "timeBodyaccelerometerJerk.std...Z" "timeBodygyroscope.std...X" "timeBodygyroscope.std...Y" "timeBodygyroscope.std...Z" "timeBodygyroscopeJerk.std...X" "timeBodygyroscopeJerk.std...Y" "timeBodygyroscopeJerk.std...Z" "timeBodyaccelerometermagnitude.std.." "timeGravityaccelerometermagnitude.std.." "timeBodyaccelerometerJerkmagnitude.std.." "timeBodygyroscopemagnitude.std.." "timeBodygyroscopeJerkmagnitude.std.." "frequencyBodyaccelerometer.std...X" "frequencyBodyaccelerometer.std...Y" "frequencyBodyaccelerometer.std...Z" "frequencyBodyaccelerometerJerk.std...X" "frequencyBodyaccelerometerJerk.std...Y" "frequencyBodyaccelerometerJerk.std...Z" "frequencyBodygyroscope.std...X" "frequencyBodygyroscope.std...Y" "frequencyBodygyroscope.std...Z" "frequencyBodyaccelerometermagnitude.std.." "frequencybodyaccelerometerJerkmagnitude.std.." "frequencybodygyroscopemagnitude.std.." "frequencybodygyroscopeJerkmagnitude.std.."
2 "WALKING_DOWNSTAIRS" 0.0184662239377742 -0.0333393766451613 -0.246913292806452 -0.950459928064516 -0.937046791935484 -0.889692621290323 -0.0292808562032258 -0.0969541583774194 -0.358721716903226 -0.453626617870968 -0.116008593548387 -0.133691675903226 -0.487218139677419 -0.232791956451613 -0.277627891351613 0.0190105743774194 0.0190105743774194 -0.0401992302290323 -0.208249928870968 -0.28876643616129 0.017864734383871 -0.118465060419355 -0.313268036451613 -0.104721942293548 -0.127144155377419 -0.41278562 -0.492230734483871 -0.177600495522581 -0.243694132580645 -0.18663754716129 -0.105763533558065 -0.377480541806452 -0.370452885935484
2 "WALKING_UPSTAIRS" -0.381037506153846 -0.0482313111730769 -0.0315680211615385 -0.956269148461538 -0.954738093461538 -0.907178591923077 -0.477235374615385 -0.405386210384615 -0.716778916923077 -0.550608546153846 -0.0429668915153846 -0.522103765 -0.63441885 -0.619630156153846 -0.622562525769231 -0.350710268846154 -0.350710268846154 -0.508082286923077 -0.181373001646154 -0.659463011538462 -0.365394818846154 -0.0301687723384615 0.0690231517230769 -0.493864093076923 -0.408001117307692 -0.740737201538462 -0.5721627 0.0888676290384615 -0.584609061153846 -0.440244587307692 -0.563456927692308 -0.214765537230769 -0.699495842692308
3 "LAYING" -0.972960567323944 -0.944792875211268 -0.953476700140845 -0.961063222394366 -0.961466681267606 -0.957164565211268 -0.981489017183099 -0.976960542816901 -0.98281300056338 -0.975893061830986 -0.971484336197183 -0.976200771267606 -0.980792372112676 -0.983135596619718 -0.988221713380282 -0.948257993521127 -0.948257993521127 -0.980126745352113 -0.959325498732394 -0.982038121126761 -0.972438525352113 -0.942791615915493 -0.950116956478873 -0.983213244366197 -0.978343915774648 -0.983854158873239 -0.977203498309859 -0.970627806901408 -0.978357126056338 -0.949042531690141 -0.979657231408451 -0.96002383915493 -0.981983437605634
3 "SITTING" -0.994594467 -0.9638644736 -0.9644314274 -0.9905701052 -0.9694403618 -0.9555533722 -0.9940735222 -0.9886698018 -0.9907651174 -0.9881827872 -0.9847996986 -0.9773091226 -0.9950928354 -0.9949295042 -0.9932425202 -0.9663853906 -0.9663853906 -0.991506865 -0.9718183456 -0.9943420812 -0.9948115552 -0.9622315868 -0.961257043 -0.9943360348 -0.9899198258 -0.9910358892 -0.9885565164 -0.9832255492 -0.9786666628 -0.9667328554 -0.9902681426 -0.9708029992 -0.9935300056
3 "STANDING" -0.989368676153846 -0.953969800461538 -0.957730703076923 -0.986776132307692 -0.971921652307692 -0.960172666615385 -0.987453913076923 -0.976318117384615 -0.988083436769231 -0.968649376769231 -0.979476561692308 -0.97661994 -0.97898724 -0.990658643384615 -0.985194765076923 -0.964891734769231 -0.964891734769231 -0.981547146 -0.964754059538461 -0.985036531230769 -0.990151680615385 -0.952915938 -0.953188211230769 -0.988392438615385 -0.979422786923077 -0.989123784769231 -0.969738865384615 -0.978127114153846 -0.979118780769231 -0.966674703538462 -0.980405909076923 -0.965000695538462 -0.983881422615385
3 "WALKING" -0.31950017295082 -0.0175797885542623 -0.265824489180328 -0.980983351639344 -0.968613202622951 -0.956903248196721 -0.355492635409836 -0.0935385034 -0.534303311639344 -0.47981351295082 -0.454932903934426 -0.386044435409836 -0.431296148196721 -0.560203489016393 -0.524422887377049 -0.461837866885246 -0.461837866885246 -0.275672786229508 -0.522494763606557 -0.53970849147541 -0.304806274098361 -0.0556137930852459 -0.262391594918033 -0.343866129016393 -0.0470379377672131 -0.543872996229508 -0.504849290819672 -0.439238787704918 -0.438768699508197 -0.565162507704918 -0.211231860180328 -0.615320077704918 -0.520385479180328
3 "WALKING_DOWNSTAIRS" 0.187719760269565 -0.0607892037384783 -0.231064156615217 -0.950026242173913 -0.946576675652174 -0.901097766521739 -0.103436471413043 -0.304063534173913 -0.536331570652174 -0.370436868891304 -0.459281989565217 -0.468462984347826 -0.526801825217391 -0.572144734130435 -0.542770646521739 0.0914076757326087 0.0914076757326087 -0.206576683876087 -0.352687281086957 -0.592319490869565 0.258941676302174 -0.0860527358695652 -0.245413541641304 -0.0718767032673913 -0.298931144913043 -0.573043711086957 -0.393194731747826 -0.469390428043478 -0.540949520217391 -0.0618876767130435 -0.236538515947826 -0.428868687826087 -0.643399203913044
3 "WALKING_UPSTAIRS" -0.062952754100625 -0.0131721014395833 -0.230220954239583 -0.949460372291667 -0.91597346625 -0.930159843541667 -0.292665827083333 -0.349791873229167 -0.657430836041667 -0.496562732729167 -0.493044125208333 -0.234402350714583 -0.606044344375 -0.676722847708333 -0.610586202291667 -0.1028777303875 -0.1028777303875 -0.390912450416667 -0.440837260125 -0.68231162875 -0.0355381172854167 -0.0252781736083333 -0.2048157105 -0.287219038291667 -0.365114263583333 -0.680325770833333 -0.5244683916875 -0.481154119791667 -0.2778914704375 -0.217393170604167 -0.437383107916667 -0.496444579791667 -0.7241557425
4 "LAYING" -0.982776639193548 -0.962057544516129 -0.96369103483871 -0.982512193064516 -0.981202749677419 -0.964807543870968 -0.98087931483871 -0.968710724677419 -0.982093162903226 -0.974545752096774 -0.977272653709677 -0.963505609032258 -0.980328645 -0.986762741935484 -0.983338279516129 -0.964218176451613 -0.964218176451613 -0.976121297903226 -0.954275110967742 -0.983139255645161 -0.983691129032258 -0.964094604193548 -0.96327908016129 -0.983122615967742 -0.971044012741936 -0.983711904677419 -0.975986433709677 -0.977032495483871 -0.967256854193548 -0.968350217419355 -0.975305377903226 -0.955441855806452 -0.982568158064516
4 "SITTING" -0.971010120961538 -0.856617812115385 -0.875110175384615 -0.957324457884615 -0.903923008269231 -0.897736318269231 -0.974467390384615 -0.953631390961538 -0.974661565961538 -0.965434768461538 -0.944854571346154 -0.926413710384615 -0.972546905961538 -0.978635908653846 -0.973751670576923 -0.8703017 -0.8703017 -0.966550084230769 -0.925518103807692 -0.976772675961538 -0.971605878461538 -0.8496556575 -0.864322464038462 -0.976283534807692 -0.956461756730769 -0.9771595725 -0.968013062884615 -0.939609988461538 -0.930633150769231 -0.874626592115385 -0.966568852884615 -0.925449629 -0.976689802692308
4 "STANDING" -0.96674254295082 -0.893449307213115 -0.911419015081967 -0.982020428032787 -0.957425321803279 -0.928161577377049 -0.957086489344262 -0.941686785737705 -0.973059634918033 -0.900462227540984 -0.927788618196721 -0.91236408147541 -0.940937642459016 -0.968433747868853 -0.958293011803279 -0.915143303606557 -0.915143303606557 -0.948770043278689 -0.88212522147541 -0.957679766885246 -0.969931287377049 -0.89243434852459 -0.904801254590164 -0.960570921803279 -0.943948547213115 -0.975595949508197 -0.901985672459016 -0.923125941147541 -0.919743846065574 -0.921836076557377 -0.94820681442623 -0.883439718032787 -0.957121510491803
4 "WALKING" -0.3644793635 -0.07852583299 -0.392290048 -0.977448517 -0.96121510475 -0.94836771525 -0.279736387875 -0.0673345747575 -0.53692126025 -0.5674263985 -0.587652459 -0.4832486795 -0.3950957275 -0.674668484 -0.5459075885 -0.331999787 -0.331999787 -0.1575240156975 -0.57748677375 -0.59549767975 -0.382421464 -0.1284612481025 -0.42626119625 -0.3146677525 -0.0264839364575 -0.5486950295 -0.61136185325 -0.591379863 -0.54920967125 -0.45941415825 -0.1062396250175 -0.645992862 -0.5800065365
4 "WALKING_DOWNSTAIRS" 0.0283350527560976 0.0271426982682927 -0.292522697536585 -0.950225784634146 -0.936780709756098 -0.893656738292683 0.000909113136585366 -0.0537549404073171 -0.46906545902439 -0.324968899382927 -0.373471244195122 -0.285946488656098 -0.347970911829268 -0.501724529243902 -0.309527708121951 0.000664546024390243 0.000664546024390243 -0.0179810760390244 -0.230085993097561 -0.47107955195122 0.0187423842829268 -0.0514378688707317 -0.338610776073171 -0.0752405334456098 -0.0947190052341463 -0.522287988292683 -0.36662971197561 -0.393653267878049 -0.400099387317073 -0.209325083036585 -0.106135923736585 -0.348433781219512 -0.537795966341463
4 "WALKING_UPSTAIRS" -0.309324074262295 0.038611202195082 -0.211901396372131 -0.950876592459016 -0.930598327213115 -0.915113324754098 -0.443535766557377 -0.284710821031148 -0.702490733278688 -0.487250188344262 -0.30275100834918 -0.495740609836066 -0.543937448852459 -0.695665454262295 -0.585073360327869 -0.314814849836066 -0.314814849836066 -0.453746014590164 -0.275361592180328 -0.683292893770492 -0.286877480803279 0.0343720720459016 -0.154971920039344 -0.470182077377049 -0.29781618047541 -0.726616888360656 -0.515513702459016 -0.213439344918033 -0.564143922295082 -0.420800764098361 -0.514332562622951 -0.312232313590164 -0.722900968032787
5 "LAYING" -0.965019579518072 -0.973449968554217 -0.984672837228916 -0.958959611084337 -0.986993149638554 -0.988819031566265 -0.983605223493976 -0.974524522650602 -0.988260181084337 -0.981357611445783 -0.963617705662651 -0.973197523855422 -0.976105663493976 -0.984607728915663 -0.986958363975904 -0.963193489036145 -0.963193489036145 -0.980668287831325 -0.955906646506024 -0.980245510843374 -0.962085001204819 -0.974832075662651 -0.984740998192771 -0.985278006987952 -0.975964111566265 -0.988558703373494 -0.983944795060241 -0.959831365783133 -0.975417523855422 -0.964056773975904 -0.979452188433735 -0.957496024457831 -0.97932784746988
5 "SITTING" -0.976357663013699 -0.950388943972603 -0.951929615068493 -0.969355010136986 -0.96996981369863 -0.960394960821918 -0.987043285479452 -0.979267729041096 -0.986704740273973 -0.984625306849315 -0.959758309589041 -0.96559497630137 -0.988464752739726 -0.987465915068493 -0.98531069 -0.951755657260274 -0.951755657260274 -0.984205184931507 -0.950491807945205 -0.985831284657534 -0.975204245342466 -0.948053070136986 -0.947514931780822 -0.988576991369863 -0.980999857671233 -0.988151915753425 -0.985576048219178 -0.955598610136986 -0.967869249178082 -0.952802277671233 -0.983687272739726 -0.950484417260274 -0.985416444657534
5 "STANDING" -0.989857720465116 -0.942781487209302 -0.948976739767442 -0.992831862558139 -0.969817616511628 -0.954197266046512 -0.985119651162791 -0.973695735813954 -0.986850812093023 -0.936706839767442 -0.965911671627907 -0.954837287209302 -0.97785821372093 -0.988958261162791 -0.986568956744186 -0.961479965813953 -0.961479965813953 -0.98348293255814 -0.925688143255814 -0.986608240697674 -0.99098804 -0.94055985255814 -0.943413548604651 -0.986271514418605 -0.975684538372093 -0.987952894186046 -0.936435690930233 -0.962298784883721 -0.956581659767442 -0.962206201162791 -0.983686509302326 -0.922858840697674 -0.986628952325581
5 "WALKING" -0.0489049407963462 0.181801561185577 -0.13947794235 -0.9698614625 -0.958651200384615 -0.929187930961539 0.110306729315577 0.0809271194038462 -0.179390497475 -0.0264357957923077 -0.114406108840577 -0.104202986482692 0.0801186523134615 -0.291594827626923 -0.213494065344231 -0.0993927171359615 -0.0993927171359615 0.0356558788076923 -0.0218463165461538 -0.271487480103846 -0.0578820787019231 0.112615077990385 -0.233872331063462 0.0908366492173077 0.0854010732076923 -0.227829841936346 -0.108388809533846 -0.133010285461538 -0.220271190807692 -0.324793406057692 -0.0222869586038462 -0.141598402309615 -0.336148733
5 "WALKING_DOWNSTAIRS" 0.596222840666667 0.488589075 -0.0369613243333333 -0.903611465666667 -0.912418548333333 -0.90951871 0.5093614955 0.317798335323333 -0.099248784 0.256315569566667 -0.03745996 -0.0693494256 0.122673260923333 -0.108961021666667 0.095983011921 0.3887026469 0.3887026469 0.42389073577 0.2209312861 -0.0961821985333333 0.632848872333333 0.405461573133333 -0.153522100033333 0.449569240386667 0.304844438374 -0.171857886333333 0.192930396493333 -0.0960931386666667 -0.246690778533333 0.0708482846 0.299332424953333 0.0445286981866667 -0.180581311466667
5 "WALKING_UPSTAIRS" -0.109470026119048 0.126984236 -0.314597109142857 -0.925760068095238 -0.891805091428571 -0.839775222380952 -0.240562687714286 -0.114167854842857 -0.564603604761905 -0.379117521904762 -0.321860211238095 -0.259715190190476 -0.223325810209524 -0.687442527142857 -0.470899412380952 -0.210145314190476 -0.210145314190476 -0.375452866190476 -0.327946198571429 -0.597858847142857 -0.0804555713619048 0.104977274095238 -0.342764849952381 -0.254104021619048 -0.102821705242857 -0.615538667142857 -0.451805393809524 -0.27322129252381 -0.344182449047619 -0.369025962380952 -0.502560443809524 -0.406880942857143 -0.66056557
6 "LAYING" -0.953487472083333 -0.95570194875 -0.934122783125 -0.937527898125 -0.980757824791667 -0.934478345416667 -0.98409940875 -0.9722705525 -0.983755592083333 -0.974829741041667 -0.953231383541667 -0.977703104375 -0.985136999583333 -0.981110544166667 -0.988366308958333 -0.934678553958333 -0.934678553958333 -0.977832143541667 -0.94783942625 -0.98094051375 -0.949232412291667 -0.956021607291667 -0.928246355833333 -0.986525622291667 -0.974170311458333 -0.98504273375 -0.975733498541667 -0.948158566666667 -0.979846639791667 -0.937158522083333 -0.976981096458333 -0.9485242425 -0.980715842916667
6 "SITTING" -0.991777287176471 -0.966877560941176 -0.959567861764706 -0.992936404470588 -0.979355363176471 -0.965426493882353 -0.989439392235294 -0.979002804823529 -0.985823622941176 -0.988410501294118 -0.976380487294118 -0.976972658588235 -0.989472968470588 -0.989722663529412 -0.987954515294118 -0.971994251294118 -0.971994251294118 -0.986520865058824 -0.971225061647059 -0.990302232705882 -0.992375229411765 -0.96756129 -0.956412505058824 -0.990027822470588 -0.980347168823529 -0.986845672352941 -0.98955931 -0.974723217647059 -0.979130678470588 -0.974447593176471 -0.986991549529412 -0.972027251294118 -0.991062204823529
6 "STANDING" -0.981419961123596 -0.943601625393258 -0.946123407078652 -0.982906668876405 -0.977681415955056 -0.958590002247191 -0.97706335011236 -0.963921458202247 -0.977915677191011 -0.962514526067416 -0.955979192696629 -0.959327022022472 -0.971866494606742 -0.976815894044944 -0.975427259325843 -0.956919898202247 -0.956919898202247 -0.97160651494382 -0.945614401797753 -0.976153687752809 -0.982892836629213 -0.94354515752809 -0.942458908314607 -0.979530485393258 -0.966024075955056 -0.979723339662921 -0.964530315842697 -0.954080913707865 -0.963124572134831 -0.960041844382022 -0.97192611741573 -0.947763172921348 -0.977706619550562
6 "WALKING" -0.366888562592593 0.0275314472737037 -0.200646685555556 -0.971560645185185 -0.966483661851852 -0.975281649259259 -0.192601774444444 -0.00106909985185185 -0.473944791481481 -0.44349320962963 -0.434875957037037 -0.323479667777778 -0.217130009703704 -0.510960653333333 -0.516134396296296 -0.349612811481481 -0.349612811481481 -0.122919979592593 -0.419481386296296 -0.460357565185185 -0.386898583703704 -0.0341421741481482 -0.202033617925926 -0.202948053777778 0.0406800927888889 -0.502667054814815 -0.499787934074074 -0.445345929259259 -0.387820642222222 -0.470789086296296 -0.0606402195592593 -0.521521634444444 -0.432351488518519
6 "WALKING_DOWNSTAIRS" 0.32761078503125 0.37331611459375 0.0346541754375 -0.9281642871875 -0.9425798709375 -0.903938715 0.144680123403125 0.06318026408125 -0.1241381776875 -0.2303645615 -0.16511814875 -0.2208611824375 -0.296562705 -0.2531320605625 -0.24944739028125 0.31860178834375 0.31860178834375 0.193949228440625 -0.187709983721875 -0.326164819434375 0.35929276915625 0.3248757314375 -0.061551889171875 0.081514041653125 0.04268759818125 -0.181070014991875 -0.2739867365625 -0.22946381803125 -0.3518626293125 0.077536204059375 0.129606423375 -0.3360817343125 -0.39960934278125
6 "WALKING_UPSTAIRS" -0.222330244568182 0.135662285886364 -0.170742958779545 -0.929101616363636 -0.929853990681818 -0.895929722272727 -0.301689441590909 -0.115580073672727 -0.480261635681818 -0.500590685681818 -0.294322982409091 0.0361567698863636 -0.463602683 -0.478784327954545 -0.452121753638636 -0.239479218022727 -0.239479218022727 -0.332071469431818 -0.343840546818182 -0.556062295681818 -0.21070991375 0.102244933555682 -0.197488928252273 -0.357994446818182 -0.142586978727273 -0.535886943636364 -0.543105019090909 -0.307352230027273 -0.024866198175 -0.401201737954545 -0.445914160681818 -0.443478267727273 -0.6278988575
7 "LAYING" -0.966628232405063 -0.965486803164557 -0.963091322658228 -0.958728223291139 -0.987488540759494 -0.969478770759494 -0.986793144050633 -0.975114156962025 -0.986113873417721 -0.979923385189873 -0.967805258481013 -0.97866689443038 -0.986966260379747 -0.989399778987342 -0.990658244683544 -0.956464471265823 -0.956464471265823 -0.982353164936709 -0.957552721518987 -0.988608706582279 -0.964298227848101 -0.966103552278481 -0.960698734050633 -0.988513676582279 -0.976285720126582 -0.986542169873418 -0.980566619113924 -0.964089109746835 -0.980550264303797 -0.958660156202532 -0.981239574050633 -0.957249230379747 -0.988545636835443
7 "SITTING" -0.982493550857143 -0.936084896152286 -0.942245766 -0.975051204857143 -0.951176503628571 -0.942673022028571 -0.987811178285714 -0.976381430285714 -0.986647907142857 -0.988442411142857 -0.973090316285714 -0.959478651714286 -0.991133056 -0.988938532 -0.985108524571429 -0.93966521172 -0.93966521172 -0.983048056857143 -0.959485644571429 -0.987194867428571 -0.982128535714286 -0.9329318196 -0.935916121428571 -0.989703584 -0.979912452285714 -0.987928235428571 -0.989303738857143 -0.970910640285714 -0.962869226285714 -0.940186612542857 -0.982017684857143 -0.959475380571429 -0.987030547142857
7 "STANDING" -0.985000527142857 -0.922693288412698 -0.942201655238095 -0.992827298253968 -0.971080742857143 -0.958890201587302 -0.975639080634921 -0.952303493968254 -0.981478064920635 -0.917837043333333 -0.964714672857143 -0.96058251031746 -0.949716028730159 -0.984900134285714 -0.979753572380952 -0.939866315079365 -0.939866315079365 -0.958825095396825 -0.900776555555556 -0.966086148412698 -0.987400306031746 -0.923657558412698 -0.938409884920635 -0.978773000952381 -0.956169964285714 -0.984305238253968 -0.919851782380952 -0.962172736666667 -0.963652778888889 -0.943739135238095 -0.95665395968254 -0.900222411269841 -0.965344726666667
7 "WALKING" -0.124958335795833 0.0731622991104167 -0.172871985083333 -0.968829645 -0.964800559166667 -0.963139787291667 0.0101940426654167 0.0631211510834792 -0.356254039583333 -0.380992718958333 -0.438076379583333 -0.227656520583333 -0.22977792875 -0.571358974583333 -0.352779550416667 -0.206264656583333 -0.206264656583333 0.0372954313125 -0.402129758333333 -0.468598205208333 -0.1108492516875 -0.00160674138541667 -0.18134957004375 0.00955351865833333 0.0492038681854167 -0.372027495208333 -0.443929629166667 -0.449138167708333 -0.319037222916667 -0.395942010416667 0.09724901211875 -0.49058007375 -0.445914776875
7 "WALKING_DOWNSTAIRS" 0.326000979 0.256982310675 -0.1652304582 -0.93727910875 -0.939896168 -0.91007164975 0.077669371025 -0.030457178815 -0.3331708542265 -0.366316969125 -0.439617984 -0.29975773275 -0.4408515635 -0.52006101625 -0.393151832 0.220589401375 0.220589401375 0.057948462451 -0.3388627197325 -0.56511074425 0.3778070285 0.21401667025 -0.2291259922275 0.032941924665 -0.0696024444575 -0.3864404337 -0.403142395675 -0.46705038875 -0.3998558045 0.03412823825 -0.00658048569 -0.427612179375 -0.64688871675
7 "WALKING_UPSTAIRS" -0.0527735219069767 0.216179237765116 -0.159162076444186 -0.937436746744186 -0.939722757441861 -0.910462687209302 -0.221928644851163 -0.105723498962791 -0.50630529627907 -0.370640924055814 -0.469545109534884 -0.0508957341818605 -0.459957997674419 -0.65517322372093 -0.539773668604651 -0.21014813455814 -0.21014813455814 -0.252279684895349 -0.284052288539535 -0.663474837906977 -0.012493974372093 0.183628869467442 -0.172929842523256 -0.263977926772093 -0.168658874084186 -0.557217689534884 -0.40312947955814 -0.46768719255814 -0.108172595148837 -0.356395706976744 -0.32712011755814 -0.325299321372093 -0.713221407209302
